,0,1,file_path,target,index,target_regression,target_classification,kfold,type
18,NR,6.0,../data/train/NR/-2.843600034713745__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev614;1.png,6.0_1,,6.0,1,2.0,
19,NR,20.0,../data/train/NR/1.0479999780654907__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev221;1.png,20.0_1,,20.0,1,2.0,
20,NR,6.0,../data/train/NR/-2.007200002670288__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev465;1.png,6.0_1,,6.0,1,0.0,
21,NR,20.0,../data/train/NR/2.9070000648498535__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev972;1.png,20.0_1,,20.0,1,2.0,
22,NR,6.0,../data/train/NR/2.65939998626709__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev378;1.png,6.0_1,,6.0,1,1.0,
23,NR,1.0,../data/train/NR/-2.697200059890747__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev130;1.png,1.0_1,,1.0,1,1.0,
24,NR,6.0,../data/train/NR/-1.7796000242233276__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev397;1.png,6.0_1,,6.0,1,1.0,
25,NR,6.0,../data/train/NR/-0.6338000297546387__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev128;1.png,6.0_1,,6.0,1,2.0,
26,NR,20.0,../data/train/NR/-3.0272998809814453__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev542;1.png,20.0_1,,20.0,1,1.0,
27,NR,20.0,../data/train/NR/0.21629999577999115__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev421;1.png,20.0_1,,20.0,1,1.0,
28,NR,20.0,../data/train/NR/1.6811000108718872__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev482;1.png,20.0_1,,20.0,1,1.0,
29,NR,20.0,../data/train/NR/-0.5034000277519226__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev868;1.png,20.0_1,,20.0,1,1.0,
30,NR,6.0,../data/train/NR/-0.9815999865531921__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev835;1.png,6.0_1,,6.0,1,1.0,
31,NR,1.0,../data/train/NR/-0.8852999806404114__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev757;1.png,1.0_1,,1.0,1,2.0,
32,NR,20.0,../data/train/NR/-0.09049999713897705__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev550;1.png,20.0_1,,20.0,1,0.0,
33,NR,1.0,../data/train/NR/-0.3499999940395355__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev87;1.png,1.0_1,,1.0,1,0.0,
34,NR,6.0,../data/train/NR/0.9143999814987183__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev121;1.png,6.0_1,,6.0,1,0.0,
35,NR,20.0,../data/train/NR/-0.6507999897003174__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev564;1.png,20.0_1,,20.0,1,0.0,
36,NR,20.0,../data/train/NR/-0.7760000228881836__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev187;1.png,20.0_1,,20.0,1,2.0,
37,NR,20.0,../data/train/NR/-1.8853000402450562__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev277;1.png,20.0_1,,20.0,1,1.0,
38,NR,20.0,../data/train/NR/-1.6069999933242798__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev118;1.png,20.0_1,,20.0,1,1.0,
39,NR,20.0,../data/train/NR/2.5130999088287354__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev476;1.png,20.0_1,,20.0,1,0.0,
40,NR,20.0,../data/train/NR/1.4818999767303467__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev483;1.png,20.0_1,,20.0,1,1.0,
41,NR,6.0,../data/train/NR/0.382099986076355__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev591;1.png,6.0_1,,6.0,1,2.0,
42,NR,6.0,../data/train/NR/1.2742999792099__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev137;1.png,6.0_1,,6.0,1,1.0,
43,NR,6.0,../data/train/NR/-0.04820000007748604__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev341;1.png,6.0_1,,6.0,1,2.0,
44,NR,6.0,../data/train/NR/-0.5461999773979187__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev611;1.png,6.0_1,,6.0,1,0.0,
45,NR,1.0,../data/train/NR/-3.1059000492095947__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev919;1.png,1.0_1,,1.0,1,2.0,
46,NR,20.0,../data/train/NR/-1.0424000024795532__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev962;1.png,20.0_1,,20.0,1,0.0,
47,NR,1.0,../data/train/NR/-3.0803000926971436__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev387;1.png,1.0_1,,1.0,1,1.0,
48,NR,1.0,../data/train/NR/0.7634000182151794__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev461;1.png,1.0_1,,1.0,1,0.0,
49,NR,6.0,../data/train/NR/-2.2258999347686768__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev182;1.png,6.0_1,,6.0,1,2.0,
50,NR,1.0,../data/train/NR/0.3077999949455261__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev581;1.png,1.0_1,,1.0,1,0.0,
51,NR,20.0,../data/train/NR/2.0961999893188477__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev906;1.png,20.0_1,,20.0,1,1.0,
52,NR,20.0,../data/train/NR/-1.7871999740600586__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev381;1.png,20.0_1,,20.0,1,2.0,
53,NR,1.0,../data/train/NR/2.399899959564209__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev305;1.png,1.0_1,,1.0,1,1.0,
54,NR,1.0,../data/train/NR/-1.454699993133545__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev289;1.png,1.0_1,,1.0,1,1.0,
55,NR,6.0,../data/train/NR/-1.6622999906539917__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev766;1.png,6.0_1,,6.0,1,1.0,
56,NR,6.0,../data/train/NR/2.7311999797821045__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev622;1.png,6.0_1,,6.0,1,0.0,
57,NR,6.0,../data/train/NR/-1.7359999418258667__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev821;1.png,6.0_1,,6.0,1,0.0,
58,NR,6.0,../data/train/NR/-0.7900000214576721__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev987;1.png,6.0_1,,6.0,1,0.0,
59,NR,1.0,../data/train/NR/-2.4337000846862793__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev950;1.png,1.0_1,,1.0,1,0.0,
60,NR,6.0,../data/train/NR/-1.038100004196167__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev447;1.png,6.0_1,,6.0,1,2.0,
61,NR,6.0,../data/train/NR/0.44839999079704285__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev127;1.png,6.0_1,,6.0,1,0.0,
62,NR,6.0,../data/train/NR/-0.8752999901771545__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev851;1.png,6.0_1,,6.0,1,1.0,
63,NR,20.0,../data/train/NR/1.9503999948501587__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev434;1.png,20.0_1,,20.0,1,2.0,
64,NR,1.0,../data/train/NR/-2.1619999408721924__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev524;1.png,1.0_1,,1.0,1,0.0,
65,NR,20.0,../data/train/NR/-1.051900029182434__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev796;1.png,20.0_1,,20.0,1,1.0,
66,NR,20.0,../data/train/NR/0.9075999855995178__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev446;1.png,20.0_1,,20.0,1,2.0,
67,NR,1.0,../data/train/NR/-2.821000099182129__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev712;1.png,1.0_1,,1.0,1,2.0,
68,NR,6.0,../data/train/NR/1.1506999731063843__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev776;1.png,6.0_1,,6.0,1,1.0,
69,NR,1.0,../data/train/NR/1.0145000219345093__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev581;1.png,1.0_1,,1.0,1,0.0,
70,NR,1.0,../data/train/NR/0.7368000149726868__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev685;1.png,1.0_1,,1.0,1,0.0,
71,NR,6.0,../data/train/NR/0.7645000219345093__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev180;1.png,6.0_1,,6.0,1,0.0,
72,NR,20.0,../data/train/NR/0.34130001068115234__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev378;1.png,20.0_1,,20.0,1,0.0,
73,NR,1.0,../data/train/NR/-0.9049999713897705__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev682;1.png,1.0_1,,1.0,1,2.0,
74,NR,20.0,../data/train/NR/0.53329998254776__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev561;1.png,20.0_1,,20.0,1,2.0,
75,NR,6.0,../data/train/NR/-0.9581999778747559__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev381;1.png,6.0_1,,6.0,1,0.0,
76,NR,1.0,../data/train/NR/-1.1114000082015991__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev142;1.png,1.0_1,,1.0,1,2.0,
77,NR,1.0,../data/train/NR/-1.5771000385284424__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev459;1.png,1.0_1,,1.0,1,1.0,
78,NR,1.0,../data/train/NR/0.9157000184059143__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev999;1.png,1.0_1,,1.0,1,1.0,
79,NR,20.0,../data/train/NR/1.125499963760376__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev997;1.png,20.0_1,,20.0,1,2.0,
80,NR,20.0,../data/train/NR/-0.2980000078678131__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev548;1.png,20.0_1,,20.0,1,2.0,
81,NR,6.0,../data/train/NR/-0.1379999965429306__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev141;1.png,6.0_1,,6.0,1,2.0,
82,NR,20.0,../data/train/NR/-1.667199969291687__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev424;1.png,20.0_1,,20.0,1,0.0,
83,NR,1.0,../data/train/NR/1.6586999893188477__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev263;1.png,1.0_1,,1.0,1,2.0,
84,NR,1.0,../data/train/NR/-2.5999999046325684__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev748;1.png,1.0_1,,1.0,1,2.0,
85,NR,20.0,../data/train/NR/1.2999000549316406__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev809;1.png,20.0_1,,20.0,1,2.0,
86,NR,20.0,../data/train/NR/1.8877999782562256__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev281;1.png,20.0_1,,20.0,1,2.0,
87,NR,6.0,../data/train/NR/-1.432800054550171__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev414;1.png,6.0_1,,6.0,1,0.0,
88,NR,20.0,../data/train/NR/-2.626699924468994__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev730;1.png,20.0_1,,20.0,1,0.0,
89,NR,1.0,../data/train/NR/-1.9936000108718872__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev232;1.png,1.0_1,,1.0,1,2.0,
90,NR,20.0,../data/train/NR/-2.7235000133514404__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev327;1.png,20.0_1,,20.0,1,2.0,
91,NR,6.0,../data/train/NR/0.8536999821662903__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev451;1.png,6.0_1,,6.0,1,2.0,
92,NR,6.0,../data/train/NR/-2.986599922180176__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev832;1.png,6.0_1,,6.0,1,1.0,
93,NR,20.0,../data/train/NR/2.5820000171661377__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev971;1.png,20.0_1,,20.0,1,2.0,
94,NR,20.0,../data/train/NR/-0.9075999855995178__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev877;1.png,20.0_1,,20.0,1,2.0,
95,NR,20.0,../data/train/NR/-1.3741999864578247__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev121;1.png,20.0_1,,20.0,1,1.0,
96,NR,20.0,../data/train/NR/1.802899956703186__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev303;1.png,20.0_1,,20.0,1,1.0,
97,NR,6.0,../data/train/NR/-2.2320001125335693__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev471;1.png,6.0_1,,6.0,1,0.0,
98,NR,1.0,../data/train/NR/-1.2538000345230103__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev631;1.png,1.0_1,,1.0,1,0.0,
99,NR,6.0,../data/train/NR/1.2043999433517456__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev804;1.png,6.0_1,,6.0,1,1.0,
100,NR,1.0,../data/train/NR/0.2818000018596649__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev359;1.png,1.0_1,,1.0,1,0.0,
101,NR,20.0,../data/train/NR/2.4126999378204346__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev200;1.png,20.0_1,,20.0,1,1.0,
102,NR,6.0,../data/train/NR/1.2625999450683594__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev230;1.png,6.0_1,,6.0,1,0.0,
103,NR,1.0,../data/train/NR/2.4902000427246094__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev92;1.png,1.0_1,,1.0,1,0.0,
104,NR,20.0,../data/train/NR/1.7857999801635742__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev657;1.png,20.0_1,,20.0,1,0.0,
105,NR,20.0,../data/train/NR/-2.3183999061584473__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev509;1.png,20.0_1,,20.0,1,0.0,
106,NR,20.0,../data/train/NR/-2.5409998893737793__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev913;1.png,20.0_1,,20.0,1,0.0,
107,NR,1.0,../data/train/NR/1.2143000364303589__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev787;1.png,1.0_1,,1.0,1,2.0,
108,NR,6.0,../data/train/NR/-1.9045000076293945__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev693;1.png,6.0_1,,6.0,1,2.0,
109,NR,20.0,../data/train/NR/-2.3308000564575195__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev449;1.png,20.0_1,,20.0,1,1.0,
110,NR,20.0,../data/train/NR/-1.6052000522613525__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev653;1.png,20.0_1,,20.0,1,0.0,
111,NR,1.0,../data/train/NR/-0.8486999869346619__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev159;1.png,1.0_1,,1.0,1,2.0,
112,NR,6.0,../data/train/NR/-2.364500045776367__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev842;1.png,6.0_1,,6.0,1,2.0,
113,NR,1.0,../data/train/NR/-0.8537999987602234__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev926;1.png,1.0_1,,1.0,1,0.0,
114,NR,1.0,../data/train/NR/-1.142199993133545__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev907;1.png,1.0_1,,1.0,1,1.0,
115,NR,1.0,../data/train/NR/3.035900115966797__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev773;1.png,1.0_1,,1.0,1,0.0,
116,NR,6.0,../data/train/NR/-1.187000036239624__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev555;1.png,6.0_1,,6.0,1,2.0,
117,NR,1.0,../data/train/NR/-2.61899995803833__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev427;1.png,1.0_1,,1.0,1,0.0,
118,NR,1.0,../data/train/NR/-2.045099973678589__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev827;1.png,1.0_1,,1.0,1,2.0,
119,NR,6.0,../data/train/NR/-1.1150000095367432__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev448;1.png,6.0_1,,6.0,1,0.0,
120,NR,6.0,../data/train/NR/-1.686900019645691__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev976;1.png,6.0_1,,6.0,1,1.0,
121,NR,6.0,../data/train/NR/0.3125999867916107__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev408;1.png,6.0_1,,6.0,1,0.0,
122,NR,1.0,../data/train/NR/-1.448799967765808__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev988;1.png,1.0_1,,1.0,1,0.0,
123,NR,1.0,../data/train/NR/-1.4062999486923218__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev915;1.png,1.0_1,,1.0,1,1.0,
124,NR,1.0,../data/train/NR/-0.42739999294281006__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev473;1.png,1.0_1,,1.0,1,2.0,
125,NR,1.0,../data/train/NR/-0.5903000235557556__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev858;1.png,1.0_1,,1.0,1,2.0,
126,NR,6.0,../data/train/NR/2.1254000663757324__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev432;1.png,6.0_1,,6.0,1,1.0,
127,NR,20.0,../data/train/NR/-1.5080000162124634__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev342;1.png,20.0_1,,20.0,1,1.0,
128,NR,6.0,../data/train/NR/-2.7163000106811523__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev353;1.png,6.0_1,,6.0,1,2.0,
129,NR,20.0,../data/train/NR/0.3569999933242798__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev636;1.png,20.0_1,,20.0,1,2.0,
130,NR,6.0,../data/train/NR/-1.6181999444961548__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev270;1.png,6.0_1,,6.0,1,2.0,
131,NR,6.0,../data/train/NR/3.077399969100952__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev203;1.png,6.0_1,,6.0,1,2.0,
132,NR,1.0,../data/train/NR/1.2388999462127686__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev131;1.png,1.0_1,,1.0,1,0.0,
