,0,1,file_path,target
28,NR,1,../data/train/NR/-2.0078999996185303__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev468;1.png,6
29,NR,20,../data/train/NR/2.4937000274658203__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev425;1.png,8
30,NR,1,../data/train/NR/-0.4767000079154968__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev590;1.png,6
31,NR,1,../data/train/NR/0.27970001101493835__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev789;1.png,6
32,NR,20,../data/train/NR/1.51010000705719__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev869;1.png,8
33,NR,6,../data/train/NR/-0.9190000295639038__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev418;1.png,11
34,NR,1,../data/train/NR/1.2818000316619873__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev122;1.png,6
35,NR,6,../data/train/NR/-0.059700001031160355__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev506;1.png,11
36,NR,20,../data/train/NR/2.783400058746338__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev908;1.png,8
37,NR,1,../data/train/NR/2.7881999015808105__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev455;1.png,6
38,NR,20,../data/train/NR/-0.08829999715089798__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev826;1.png,8
39,NR,20,../data/train/NR/0.5257999897003174__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev175;1.png,8
40,NR,6,../data/train/NR/-2.0315001010894775__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev692;1.png,11
41,NR,20,../data/train/NR/0.9779999852180481__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev430;1.png,8
42,NR,1,../data/train/NR/-1.6753000020980835__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev973;1.png,6
43,NR,20,../data/train/NR/-0.5666000247001648__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev187;1.png,8
44,NR,6,../data/train/NR/-0.14239999651908875__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev777;1.png,11
45,NR,20,../data/train/NR/-2.2421000003814697__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev706;1.png,8
46,NR,20,../data/train/NR/3.001300096511841__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev445;1.png,8
47,NR,6,../data/train/NR/-1.0987000465393066__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev855;1.png,11
48,NR,1,../data/train/NR/1.3315000534057617__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev300;1.png,6
49,NR,20,../data/train/NR/0.5555999875068665__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev843;1.png,8
50,NR,6,../data/train/NR/2.6191000938415527__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev970;1.png,11
51,NR,20,../data/train/NR/0.5419999957084656__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev843;1.png,8
52,NR,6,../data/train/NR/2.3020999431610107__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev828;1.png,11
53,NR,1,../data/train/NR/2.5727999210357666__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev736;1.png,6
54,NR,20,../data/train/NR/-0.7908999919891357__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev833;1.png,8
55,NR,6,../data/train/NR/0.7677000164985657__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev949;1.png,11
56,NR,6,../data/train/NR/0.24889999628067017__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev473;1.png,11
57,NR,6,../data/train/NR/3.1273000240325928__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev547;1.png,11
58,NR,6,../data/train/NR/0.3801000118255615__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev209;1.png,11
59,NR,6,../data/train/NR/-2.2049999237060547__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev485;1.png,11
60,NR,1,../data/train/NR/-2.2562999725341797__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev365;1.png,6
61,NR,6,../data/train/NR/2.4045000076293945__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev791;1.png,11
62,NR,6,../data/train/NR/-1.913699984550476__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev361;1.png,11
63,NR,20,../data/train/NR/1.360700011253357__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev464;1.png,8
64,NR,20,../data/train/NR/1.704300045967102__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev521;1.png,8
65,NR,6,../data/train/NR/0.4228000044822693__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev326;1.png,11
66,NR,1,../data/train/NR/1.2382999658584595__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev962;1.png,6
67,NR,1,../data/train/NR/-2.6449999809265137__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev365;1.png,6
68,NR,6,../data/train/NR/2.3348000049591064__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev373;1.png,11
69,NR,1,../data/train/NR/-1.0206999778747559__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev275;1.png,6
70,NR,20,../data/train/NR/0.9405999779701233__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev480;1.png,8
71,NR,6,../data/train/NR/-0.26179999113082886__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev672;1.png,11
72,NR,1,../data/train/NR/-2.816999912261963__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev343;1.png,6
73,NR,20,../data/train/NR/-0.49219998717308044__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev829;1.png,8
74,NR,6,../data/train/NR/-3.0738000869750977__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev578;1.png,11
75,NR,20,../data/train/NR/2.1301000118255615__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev773;1.png,8
76,NR,6,../data/train/NR/-2.796999931335449__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev256;1.png,11
77,NR,6,../data/train/NR/-2.981600046157837__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev904;1.png,11
78,NR,6,../data/train/NR/-2.1217000484466553__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev219;1.png,11
79,NR,20,../data/train/NR/2.097599983215332__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev880;1.png,8
80,NR,6,../data/train/NR/-1.0450999736785889__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev757;1.png,11
81,NR,1,../data/train/NR/1.830299973487854__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev893;1.png,6
82,NR,20,../data/train/NR/-2.179800033569336__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev964;1.png,8
83,NR,1,../data/train/NR/-2.929500102996826__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev284;1.png,6
84,NR,1,../data/train/NR/-1.1094000339508057__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev403;1.png,6
85,NR,1,../data/train/NR/-0.4000000059604645__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev492;1.png,6
86,NR,1,../data/train/NR/0.09049999713897705__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev622;1.png,6
87,NR,1,../data/train/NR/2.159600019454956__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev453;1.png,6
88,NR,1,../data/train/NR/2.416100025177002__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev515;1.png,6
89,NR,1,../data/train/NR/1.5104000568389893__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev319;1.png,6
90,NR,20,../data/train/NR/-2.930000066757202__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev933;1.png,8
91,NR,20,../data/train/NR/1.3396999835968018__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev655;1.png,8
92,NR,20,../data/train/NR/-3.1303999423980713__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev248;1.png,8
93,NR,20,../data/train/NR/-2.16129994392395__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev828;1.png,8
94,NR,20,../data/train/NR/0.645799994468689__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev953;1.png,8
95,NR,20,../data/train/NR/-1.0023000240325928__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev167;1.png,8
96,NR,1,../data/train/NR/-0.4925000071525574__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev578;1.png,6
97,NR,6,../data/train/NR/-0.7961000204086304__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev137;1.png,11
98,NR,1,../data/train/NR/1.7424999475479126__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev933;1.png,6
99,NR,1,../data/train/NR/0.5758000016212463__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev584;1.png,6
100,NR,6,../data/train/NR/2.948499917984009__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev625;1.png,11
101,NR,1,../data/train/NR/-0.9623000025749207__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev370;1.png,6
102,NR,20,../data/train/NR/-2.715100049972534__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev440;1.png,8
103,NR,20,../data/train/NR/-3.0495998859405518__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev702;1.png,8
104,NR,1,../data/train/NR/1.7589999437332153__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev490;1.png,6
105,NR,6,../data/train/NR/1.875__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev200;1.png,11
106,NR,1,../data/train/NR/0.1378999948501587__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev326;1.png,6
107,NR,20,../data/train/NR/-2.9895999431610107__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev845;1.png,8
108,NR,6,../data/train/NR/0.6247000098228455__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev412;1.png,11
109,NR,1,../data/train/NR/-1.0885000228881836__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev777;1.png,6
110,NR,1,../data/train/NR/-3.0827999114990234__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev568;1.png,6
111,NR,6,../data/train/NR/-2.922800064086914__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev400;1.png,11
112,NR,1,../data/train/NR/-2.9123001098632812__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev402;1.png,6
113,NR,1,../data/train/NR/-1.8588000535964966__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev539;1.png,6
114,NR,1,../data/train/NR/-2.1731998920440674__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev902;1.png,6
115,NR,6,../data/train/NR/1.684000015258789__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev161;1.png,11
116,NR,6,../data/train/NR/2.7939999103546143__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev511;1.png,11
117,NR,6,../data/train/NR/-0.2635999917984009__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev907;1.png,11
118,NR,20,../data/train/NR/-1.5013999938964844__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev771;1.png,8
119,NR,6,../data/train/NR/0.2989000082015991__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev651;1.png,11
120,NR,20,../data/train/NR/0.7735000252723694__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev810;1.png,8
121,NR,6,../data/train/NR/1.781000018119812__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev880;1.png,11
122,NR,6,../data/train/NR/2.1182000637054443__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev417;1.png,11
123,NR,6,../data/train/NR/-1.8270000219345093__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev915;1.png,11
124,NR,20,../data/train/NR/1.7486000061035156__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev700;1.png,8
125,NR,6,../data/train/NR/1.8775999546051025__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev363;1.png,11
126,NR,1,../data/train/NR/-0.45890000462532043__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev351;1.png,6
127,NR,20,../data/train/NR/1.3041000366210938__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev620;1.png,8
128,NR,20,../data/train/NR/0.6590999960899353__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev556;1.png,8
129,NR,20,../data/train/NR/1.933899998664856__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev962;1.png,8
130,NR,1,../data/train/NR/0.9208999872207642__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev682;1.png,6
131,NR,1,../data/train/NR/1.3342000246047974__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev197;1.png,6
132,NR,1,../data/train/NR/-1.545699954032898__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev471;1.png,6
133,NR,20,../data/train/NR/-0.44440001249313354__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev194;1.png,8
134,NR,1,../data/train/NR/2.1282999515533447__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev204;1.png,6
135,NR,6,../data/train/NR/1.871000051498413__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev173;1.png,11
136,NR,1,../data/train/NR/0.08649999648332596__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev381;1.png,6
137,NR,6,../data/train/NR/1.1167000532150269__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev121;1.png,11
138,NR,1,../data/train/NR/-1.9062999486923218__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev533;1.png,6
139,NR,1,../data/train/NR/2.9505999088287354__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev932;1.png,6
140,NR,6,../data/train/NR/-0.8590999841690063__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev257;1.png,11
141,NR,20,../data/train/NR/0.8125__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev759;1.png,8
142,NR,20,../data/train/NR/1.0776000022888184__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev391;1.png,8
143,NR,20,../data/train/NR/-1.6845999956130981__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev196;1.png,8
144,NR,20,../data/train/NR/-2.5560998916625977__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev875;1.png,8
145,NR,20,../data/train/NR/2.8654000759124756__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev175;1.png,8
146,NR,6,../data/train/NR/-0.27799999713897705__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev326;1.png,11
147,NR,6,../data/train/NR/0.012400000356137753__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev590;1.png,11
148,NR,6,../data/train/NR/-1.000100016593933__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev788;1.png,11
149,NR,20,../data/train/NR/-3.0051000118255615__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev135;1.png,8
150,NR,1,../data/train/NR/0.12359999865293503__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev198;1.png,6
151,NR,1,../data/train/NR/2.5632998943328857__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev635;1.png,6
152,NR,3,../data/train/NR/-1.3531999588012695__CYGNO_60_40_He_NR_3_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev0;1.png,9
153,NR,6,../data/train/NR/-0.7245000004768372__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev692;1.png,11
154,NR,20,../data/train/NR/-0.26159998774528503__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev383;1.png,8
155,NR,1,../data/train/NR/1.7218999862670898__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev874;1.png,6
156,NR,6,../data/train/NR/-1.4596999883651733__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev781;1.png,11
157,NR,20,../data/train/NR/-2.279400110244751__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev455;1.png,8
158,NR,20,../data/train/NR/-3.0311999320983887__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev742;1.png,8
159,NR,1,../data/train/NR/1.5700000524520874__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev118;1.png,6
160,NR,1,../data/train/NR/1.044700026512146__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev191;1.png,6
161,NR,20,../data/train/NR/0.6383000016212463__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev938;1.png,8
